0,0
50,0
100,0
150,0
200,0
250,0
300,0
350,0
400,0
450,0
500,0
550,0
600,0
650,0
700,0
750,0
800,0
850,0
900,0
950,0
1000,0
1050,0
1100,0
1150,0
1200,0
1250,0
1300,0
1350,0
1400,0
1450,0
1500,0
1550,0
1600,0
1650,0
1700,0
1750,0
1800,0
1850,0
1900,0
1950,0
2000,0
2050,0
2100,0
2150,0
2200,0
2250,0
2300,0
2350,0
2400,0
2450,0
2500,0
2550,0
2600,0
2650,0
2700,0
2750,0
2800,0
2850,0
2900,0
2950,0
3000,0
3050,0
3100,0
3150,1
3200,1
3250,1
3300,1
3350,1
3400,1
3450,1
3500,1
3550,1
3600,1
3650,1
3700,1
3750,1
3800,1
3850,1
3900,1
3950,1
4000,1
4050,1
4100,1
4150,1
4200,1
4250,1
4300,1
4350,1
4400,1
4450,1
4500,1
4550,1
4600,1
4650,1
4700,0
4750,0
4800,0
4850,0
4900,0
4950,0
5000,0
5050,0
5100,1
5150,1
5200,1
5250,1
5300,1
5350,1
5400,1
5450,1
5500,0
5550,0
5600,0
5650,0
5700,0
5750,0
5800,0
5850,0
5900,1
5950,1
6000,1
6050,1
6100,1
6150,1
6200,1
6250,1
6300,0
6350,0
6400,0
6450,0
6500,0
6550,0
6600,0
6650,0
6700,1
6750,1
6800,1
6850,1
6900,1
6950,1
7000,1
7050,1
7100,1
7150,1
7200,1
7250,1
7300,1
7350,1
7400,1
7450,1
7500,1
7550,1
7600,1
7650,1
7700,1
7750,1
7800,1
7850,1
7900,0
7950,0
8000,0
8050,0
8100,0
8150,0
8200,0
8250,1
8300,1
8350,1
8400,1
8450,1
8500,1
8550,1
8600,1
8650,1
8700,0
8750,0
8800,0
8850,0
8900,0
8950,0
9000,0
9050,1
9100,1
9150,1
9200,1
9250,1
9300,1
9350,1
9400,1
9450,1
9500,1
9550,1
9600,1
9650,1
9700,1
9750,1
9800,1
9850,1
9900,1
9950,1
10000,1
10050,1
10100,1
10150,1
10200,1
10250,0
10300,0
10350,0
10400,0
10450,0
10500,0
10550,0
10600,0
10650,1
10700,1
10750,1
10800,1
10850,1
10900,1
10950,1
11000,1
11050,0
11100,0
11150,0
11200,0
11250,0
11300,0
11350,0
11400,0
11450,1
11500,1
11550,1
11600,1
11650,1
11700,1
11750,1
11800,1
11850,1
11900,0
11950,0
12000,0
12050,0
12100,0
12150,0
12200,0
12250,1
12300,1
12350,1
12400,1
12450,1
12500,1
12550,1
12600,1
12650,1
12700,0
12750,0
12800,0
12850,0
12900,0
12950,0
13000,0
13050,1
13100,1
13150,1
13200,1
13250,1
13300,1
13350,1
13400,1
13450,1
13500,1
13550,1
13600,1
13650,1
13700,1
13750,1
13800,1
13850,1
13900,1
13950,1
14000,1
14050,1
14100,1
14150,1
14200,1
14250,0
14300,0
14350,0
14400,0
14450,0
14500,0
14550,0
14600,1
14650,1
14700,1
14750,1
14800,1
14850,1
14900,1
14950,1
15000,1
15050,1
15100,1
15150,1
15200,1
15250,1
15300,1
15350,1
15400,1
15450,1
15500,1
15550,1
15600,1
15650,1
15700,1
15750,1
15800,0
15850,0
15900,0
15950,0
16000,0
16050,0
16100,0
16150,0
16200,1
16250,1
16300,1
16350,1
16400,1
16450,1
16500,1
16550,1
16600,1
16650,0
16700,0
16750,0
16800,0
16850,0
16900,0
16950,0
17000,1
17050,1
17100,1
17150,1
17200,1
17250,1
17300,1
17350,1
17400,1
17450,0
17500,0
17550,0
17600,0
17650,0
17700,0
17750,0
17800,1
17850,1
17900,1
17950,1
18000,1
18050,1
18100,1
18150,1
18200,1
18250,0
18300,0
18350,0
18400,0
18450,0
18500,0
18550,0
18600,1
18650,1
18700,1
18750,1
18800,1
18850,1
18900,1
18950,1
19000,1
19050,1
19100,1
19150,1
19200,1
19250,1
19300,1
19350,1
19400,1
19450,1
19500,1
19550,1
19600,1
19650,1
19700,1
19750,1
19800,0
19850,0
19900,0
19950,0
20000,0
20050,0
20100,0
20150,0
20200,1
20250,1
20300,1
20350,1
20400,1
20450,1
20500,1
20550,1
20600,1
20650,1
20700,1
20750,1
20800,1
20850,1
20900,1
20950,1
21000,1
21050,1
21100,1
21150,1
21200,1
21250,1
21300,1
21350,0
21400,0
21450,0
21500,0
21550,0
21600,0
21650,0
21700,0
21750,1
21800,1
21850,1
21900,1
21950,1
22000,1
22050,1
22100,1
22150,1
22200,0
22250,0
22300,0
22350,0
22400,0
22450,0
22500,0
22550,1
22600,1
22650,1
22700,1
22750,1
22800,1
22850,1
22900,1
22950,1
23000,0
23050,0
23100,0
23150,0
23200,0
23250,0
23300,0
23350,1
23400,1
23450,1
23500,1
23550,1
23600,1
23650,1
23700,1
23750,1
23800,0
23850,0
23900,0
23950,0
24000,0
24050,0
24100,0
24150,1
24200,1
24250,1
24300,1
24350,1
24400,1
24450,1
24500,1
24550,1
24600,0
24650,0
24700,0
24750,0
24800,0
24850,0
24900,0
24950,1
